n,e,d
111.2616284208035,269.4611546834943,3090
111.40032628636246,269.843385800576,3091
111.53913645321683,270.22592640367196,3092
111.67805896010412,270.6087765995372,3093
111.8170938458129,270.99193649506714,3094
111.95624114917962,271.3754061972895,3095
112.09550090909056,271.7591858133692,3096
112.23487316448157,272.1432754506078,3097
112.37435795433717,272.52767521644085,3098
112.51395531769276,272.91238521844446,3099
112.65366529363229,273.297405564328,3100
112.79348792128923,273.6827363619379,3101
112.93342323984751,274.06837771925916,3102
113.07347128854042,274.4543297444131,3103
113.21363210665078,274.84059254565744,3104
113.35390573351214,275.2271662313897,3105
113.4942922085072,275.61405091014285,3106
113.63479157106903,276.0012466905888,3107
113.77540386068097,276.38875368153765,3108
113.91612911687682,276.7765719919391,3109
114.05696737923904,277.1647017308764,3110
114.19791868740293,277.55314300757874,3111
114.33898308105157,277.941895931407,3112
114.48016059992031,278.3309606118659,3113
114.62145128379419,278.72033715859726,3114
114.76285517250875,279.11002568138196,3115
114.90437230595137,279.5000262901439,3116
115.04600272405793,279.8903390949406,3117
115.18774646681717,280.280964205975,3118
115.3296035742678,280.67190173358813,3119
115.47157408649915,281.06315178826037,3120
115.61365804365164,281.45471448061267,3121
115.75585548591786,281.8465899214101,3122
115.89816645353963,282.2387782215533,3123
116.04059098681168,282.63127949208854,3124
116.18312912607863,283.0240938441998,3125
116.32578091173758,283.4172213892156,3126
116.46854638423571,283.8106622386025,3127
116.6114255840734,284.2044165039736,3128
116.75441855180068,284.5984842970789,3129
116.89752532802049,284.9928657298142,3130
117.04074595338693,285.3875609142161,3131
117.18408046860574,285.782569962464,3132
117.32752891443465,286.17789298688007,3133
117.4710913316832,286.57353009992954,3134
117.6147677612135,286.96948141422234,3135
117.75855824393838,287.3657470425084,3136
117.90246282082327,287.7623270976825,3137
118.04648153288667,288.1592216927854,3138
118.19061442119775,288.556430940998,3139
118.33486152687908,288.95395495564793,3140
118.47922289110545,289.3517938502071,3141
118.62369855510372,289.74994773829053,3142
118.76828856015365,290.1484167336595,3143
118.91299294758693,290.5472009502179,3144
119.0578117587892,290.9463005020186,3145
119.2027450351965,291.34571550325325,3146
119.34779281830038,291.7454460682666,3147
119.49295514964331,292.1454923115436,3148
119.63823207082126,292.5458543477166,3149
119.78362362348383,292.9465322915661,3150
119.92912984933298,293.3475262580163,3151
120.07475079012349,293.74883636213747,3152
120.22048648766491,294.1504627191506,3153
120.36633698381772,294.55240544441705,3154
120.51230232049781,294.95466465345106,3155
120.65838253967365,295.3572404619114,3156
120.80457768336726,295.7601329856048,3157
120.9508877936544,296.1633423404859,3158
121.09731291266434,296.5668686426567,3159
121.24385308258013,296.9707120083676,3160
121.3905083456385,297.3748725540171,3161
121.5372787441305,297.7793503961529,3162
121.68416432040055,298.18414565147015,3163
121.83116511684747,298.5892584368138,3164
121.9782811759238,298.99468886917685,3165
122.12551254013644,299.40043706570225,3166
122.27285925204728,299.80650314368427,3167
122.42032135427095,300.21288722056266,3168
122.56789888947804,300.6195894139313,3169
122.71559190039284,301.02660984153204,3170
122.86340042979387,301.4339486212565,3171
123.01132452051493,301.8416058711482,3172
123.15936421544413,302.2495817094005,3173
123.30751955752487,302.6578762543593,3174
123.45579058975463,303.06648962451925,3175
123.60417735518618,303.47542193852763,3176
123.75267989692739,303.8846733151834,3177
123.90129825814105,304.294243873437,3178
124.05003248204551,304.70413373239165,3179
124.19888261191318,305.1143430113001,3180
124.34784869107295,305.52487182957043,3181
124.49693076290887,305.93572030676256,3182
124.64612887085991,306.34688856258816,3183
124.79544305842131,306.7583767169137,3184
124.94487336914332,307.1701848897573,3185
125.0944198466322,307.58231320129147,3186
125.24408253455002,307.99476177184266,3187
125.39386147661384,308.40753072188846,3188
125.54375671659801,308.8206201720648,3189
125.69376829833172,309.23403024315854,3190
125.8438962657012,309.64776105611367,3191
125.99414066264774,310.061812732026,3192
126.14450153316992,310.47618539214915,3193
126.29497892132193,310.8908791578902,3194
126.44557287121481,311.3058941508126,3195
126.59628342701538,311.72123049263377,3196
126.74711063294771,312.13688830522875,3197
126.8980545332922,312.55286771062794,3198
127.04911517238554,312.96916883101676,3199
127.20029259462245,313.38579178874056,3200
127.35158684445318,313.8027367062977,3201
127.50299796638546,314.22000370634527,3202
127.65452600498406,314.63759291169697,3203
127.80617100487106,315.0555044453249,3204
127.95793301072518,315.4737384303572,3205
128.10981206728223,315.892294990079,3206
128.2618082193365,316.31117424793706,3207
128.41392151173875,316.73037632753335,3208
128.5661519893972,317.14990135262866,3209
128.71849969727842,317.56974944714403,3210
128.8709646804062,317.98992073515853,3211
129.02354698386176,318.41041534090965,3212
129.1762466527844,318.8312333887945,3213
129.32906373237125,319.25237500336976,3214
129.48199826787788,319.67384030935335,3215
129.6350503046173,320.0956294316212,3216
129.78821988796093,320.5177424952105,3217
129.94150706333892,320.94017962531996,3218
130.09491187623874,321.36294094730647,3219
130.2484343722073,321.78602658669064,3220
130.40207459684905,322.2094366691518,3221
130.5558325958275,322.6331713205319,3222
130.7097084148646,323.05723066683385,3223
130.86370209974137,323.48161483422376,3224
131.01781369629782,323.9063239490297,3225
131.172043250432,324.33135813774015,3226
131.32639080810154,324.75671752700765,3227
131.48085641532336,325.18240224364814,3228
131.63544011817282,325.6084124146386,3229
131.7901419627849,326.0347481671202,3230
131.94496199535422,326.46140962839877,3231
132.09990026213393,326.88839692594115,3232
132.25495680943814,327.3157101873823,3233
132.41013168363864,327.7433495405162,3234
132.56542493116854,328.1713151133055,3235
132.72083659851964,328.59960703387515,3236
132.87636673224438,329.02822543051656,3237
133.03201537895444,329.4571704316851,3238
133.1877825853212,329.886442166,3239
133.3436683980776,330.31604076225045,3240
133.49967286401557,330.7459663493884,3241
133.65579602998721,331.1762190565313,3242
133.8120379429055,331.6067990129644,3243
133.9683986497438,332.0377063481395,3244
134.1248781975359,332.46894119167507,3245
134.28147663337603,332.9005036733556,3246
134.43819400441944,333.33239392313436,3247
134.59503035788148,333.7646120711298,3248
134.7519857410393,334.1971582476311,3249
134.90906020123055,334.63003258309357,3250
135.0662537858541,335.063235208142,3251
135.22356654236918,335.49676625356676,3252
135.3809985182976,335.9306258503312,3253
135.53854976122133,336.36481412956437,3254
135.69622031878433,336.79933122256597,3255
135.85401023869176,337.2341772608045,3256
136.01191956871034,337.66935237591815,3257
136.1699483566692,338.10485669971695,3258
136.32809665045812,338.54069036417815,3259
136.48636449802936,338.9768535014512,3260
136.6447519473969,339.41334624385576,3261
136.80325904663715,339.85016872388326,3262
136.961885843888,340.2873210741948,3263
137.1206323873498,340.72480342762344,3264
137.27949872528563,341.16261591717534,3265
137.43848490602068,341.60075867602757,3266
137.5975909779417,342.039231837527,3267
137.75681698949998,342.4780355351983,3268
137.91616298920755,342.9171699027336,3269
138.0756290256403,343.35663507400096,3270
138.23521514743683,343.7964311830413,3271
138.3949214032979,344.2365583640668,3272
138.5547478419887,344.6770167514672,3273
138.71469451233602,345.1178064798022,3274
138.8747614632308,345.5589276838078,3275
139.03494874362764,346.0003804983959,3276
139.195256402543,346.4421650586488,3277
139.35568448905877,346.8842814998289,3278
139.51623305231894,347.32672995737,3279
139.67690214153157,347.76951056688233,3280
139.837691805969,348.2126234641532,3281
139.9986020949668,348.65606878514427,3282
140.15963305792525,349.0998466659956,3283
140.3207847443076,349.5439572430206,3284
140.48205720364203,349.9884006527119,3285
140.64345048552093,350.43317703173864,3286
140.80496463960077,350.878286516947,3287
140.9665997156029,351.32372924536185,3288
141.12835576331264,351.769505354184,3289
141.29023283257987,352.21561498079274,3290
141.45223097331973,352.6620582627468,3291
141.614350235512,353.10883533778315,3292
141.77659066920114,353.555946343817,3293
141.93895232449736,354.003391418945,3294
142.10143525157466,354.4511707014392,3295
142.26403950067356,354.89928432975523,3296
142.42676512209897,355.347732442526,3297
142.58961216622143,355.79651517856547,3298
142.75258068347716,356.2456326768686,3299
142.9156707243681,356.6950850766112,3300
143.07888233946179,357.1448725171501,3301
143.24221557939066,357.5949951380209,3302
143.40567049485475,358.0454530789456,3303
143.56924713661837,358.49624647982324,3304
143.73294555551323,358.9473754807385,3305
143.8967658024366,359.39884022195696,3306
144.06070792835118,359.8506408439244,3307
144.22477198428805,360.3027774872749,3308
144.3889580213433,360.755250292822,3309
144.55326609067993,361.2080594015634,3310
144.71769624352766,361.66120495468067,3311
144.88224853118285,362.1146870935393,3312
145.04692300500926,362.5685059596902,3313
145.21171971643665,363.0226616948663,3314
145.37663871696293,363.4771544409884,3315
145.54168005815237,363.93198434016006,3316
145.70684379163689,364.3871515346714,3317
145.872129969116,364.84265616699867,3318
146.03753864235583,365.29849837980186,3319
146.20306986319164,365.75467831593124,3320
146.36872368352476,366.2111961184195,3321
146.53450015532493,366.66805193048754,3322
146.70039933063046,367.12524589554556,3323
146.86642126154626,367.5827781571868,3324
147.03256600024616,368.04064885919496,3325
147.19883359897244,368.49885814554216,3326
147.36522411003537,368.9574061603878,3327
147.53173758581374,369.41629304808015,3328
147.69837407875391,369.8755189531539,3329
147.8651336413728,370.3350840203379,3330
148.03201632625405,370.79498839454504,3331
148.19902218605134,371.25523222088117,3332
148.3661512734867,371.71581564464066,3333
148.53340364135144,372.17673881130844,3334
148.70077934250637,372.63800186656135,3335
148.86827842988035,373.09960495626365,3336
149.03590095647309,373.56154822647477,3337
149.20364697535285,374.0238318234431,3338
149.37151653965728,374.4864558936083,3339
149.53950970259407,374.949420583603,3340
149.7076265174408,375.4127260402523,3341
149.87586703754488,375.87637241057416,3342
150.04423131632348,376.34035984177837,3343
150.21271940726353,376.8046884812671,3344
150.38133136392347,377.26935847663964,3345
150.55006723993029,377.7343699756842,3346
150.71892708898264,378.19972312638646,3347
150.88791096484934,378.66541807692533,3348
151.05701892136972,379.1314549756743,3349
151.22625101245384,379.59783397120157,3350
151.3956072920827,380.06455521227093,3351
151.56508781430819,380.53161884784146,3352
151.73469263325316,380.99902502706794,3353
151.90442180311234,381.4667738993031,3354
152.0742753781509,381.9348656140939,3355
152.24425341270515,382.4033003211833,3356
152.4143559611839,382.872078170514,3357
152.58458307806714,383.34119931222483,3358
152.75493481790613,383.81066389665136,3359
152.92541123532473,384.28047207432877,3360
153.09601238501816,384.7506239959892,3361
153.266738321754,385.22111981256415,3362
153.43758910037207,385.6919596751842,3363
153.60856477578378,386.1631437351771,3364
153.77966540297348,386.63467214407177,3365
153.95089103699866,387.1065450535987,3366
154.12224173298787,387.578762615684,3367
154.29371754614357,388.0513249824577,3368
154.46531853174088,388.52423230625,3369
154.6370447451275,388.997484739591,3370
154.80889624172445,389.4710824352131,3371
154.98087307702622,389.9450255460509,3372
155.15297530659964,390.4193142252385,3373
155.3252029860862,390.89394862611584,3374
155.49755617119934,391.36892890222106,3375
155.67003491772806,391.8442552073004,3376
155.84263928153368,392.3199276952995,3377
156.0153693185514,392.7959465203678,3378
156.18822508479175,393.27231183686206,3379
156.36120663633767,393.7490237993387,3380
156.53431402934717,394.226082562561,3381
156.70754732005258,394.703488281497,3382
156.8809065647605,395.18124111131965,3383
157.05439181985227,395.6593412074077,3384
157.22800314178332,396.13778872534397,3385
157.40174058708467,396.6165838209198,3386
157.57560421236218,397.09572665013263,3387
157.74959407429597,397.5752173691847,3388
157.923710229642,398.0550561344872,3389
158.0979527352314,398.53524310265817,3390
158.27232164797036,399.01577843052314,3391
158.4468170248406,399.4966622751153,3392
158.62143892290015,399.9778947936781,3393
158.7961873992823,400.45947614366287,3394
158.9710625111954,400.9414064827273,3395
159.14606431592503,401.423685968742,3396
159.32119287083268,401.90631475978716,3397
159.49644823335512,402.38929301415004,3398
159.6718304610063,402.87262089033055,3399
159.84733961137678,403.3562985470402,3400
160.02297574213284,403.8403261431986,3401
160.19873891101804,404.3247038379386,3402
160.3746291758529,404.80943179060534,3403
160.55064659453433,405.29451016075404,3404
160.72679122503715,405.77993910815496,3405
160.9030631254121,406.26571879278754,3406
161.07946235378873,406.7518493748483,3407
161.25598896837272,407.2383310147435,3408
161.4326430274479,407.7251638730951,3409
161.60942458937603,408.21234811073947,3410
161.78633371259625,408.69988388872645,3411
161.96337045562555,409.1877713683203,3412
162.14053487705928,409.6760107110012,3413
162.3178270355711,410.1646020784653,3414
162.4952469899121,410.65354563262196,3415
162.67279479891286,411.1428415355999,3416
162.85047052148212,411.6324899497429,3417
163.0282742166069,412.12249103761036,3418
163.20620594335352,412.6128449619809,3419
163.38426576086712,413.1035518858496,3420
163.56245372837216,413.5946119724306,3421
163.7407699051713,414.0860253851533,3422
163.91921435064756,414.5777922876686,3423
164.09778712426277,415.06991284384475,3424
164.27648828555857,415.5623872177699,3425
164.45531789415625,416.0552155737515,3426
164.63427600975697,416.54839807631737,3427
164.81336269214222,417.0419348902165,3428
164.9925780011725,417.53582618041565,3429
165.1719219967893,418.0300721121051,3430
165.35139473901478,418.52467285069685,3431
165.53099628795056,419.01962856182246,3432
165.71072670377913,419.514939411336,3433
165.89058604676424,420.0106055653156,3434
166.0705743772506,420.5066271900625,3435
166.25069175566287,421.00300445209814,3436
166.4309382425078,421.49973751817055,3437
166.6113138983729,421.9968265552499,3438
166.79181878392725,422.49427173053147,3439
166.97245295992118,422.9920732114342,3440
167.1532164871868,423.4902311656026,3441
167.33410942663826,423.98874576090714,3442
167.51513183927113,424.48761716544277,3443
167.69628378616383,424.9868455475327,3444
167.87756532847575,425.48643107572343,3445
168.05897652744946,425.98637391879026,3446
168.2405174444101,426.48667424573665,3447
168.4221881407642,426.9873322257899,3448
168.60398867800262,427.48834802840986,3449
168.78591911769766,427.9897218232809,3450
168.96797952150538,428.4914537803181,3451
169.15016995116517,428.9935440696662,3452
169.33249046849872,429.49599286169683,3453
169.51494113541187,429.9988003270134,3454
169.69752201389355,430.5019666364484,3455
169.8802331660169,431.0054919610664,3456
170.06307465393826,431.50937647216125,3457
170.24604653989817,432.01362034125873,3458
170.4291488862211,432.518223740116,3459
170.61238175531605,433.02318684072316,3460
170.79574520967589,433.52850981530156,3461
170.97923931187853,434.03419283630683,3462
171.16286412458572,434.5402360764254,3463
171.34661971054516,435.04663970858104,3464
171.53050613258793,435.5534039059269,3465
171.71452345363153,436.0605288418545,3466
171.89867173667758,436.5680146899872,3467
172.0829510448139,437.07586162418573,3468
172.26736144121298,437.58406981854426,3469
172.45190298913397,438.09263944739587,3470
172.6365757519201,438.6015706853053,3471
172.82137979300248,439.1108637070794,3472
173.00631517589665,439.62051868775774,3473
173.19138196420477,440.13053580261857,3474
173.37658022161554,440.64091522717877,3475
173.56191001190402,441.15165713719307,3476
173.7473713989322,441.6627617086558,3477
173.93296444664796,442.17422911779806,3478
174.11868921908712,442.68605954109324,3479
174.30454578037103,443.19825315525037,3480
174.49053419471034,443.7108101372246,3481
174.67665452640085,444.2237306642059,3482
174.86290683982742,444.7370149136296,3483
175.04929119946127,445.25066306316893,3484
175.23580766986225,445.7646752907414,3485
175.4224563156783,446.27905177450737,3486
175.60923720164416,446.79379269286636,3487
175.79615039258402,447.3088982244644,3488
175.9831959534101,447.82436854818997,3489
176.17037394912288,448.3402038431752,3490
176.35768444481116,448.8564042887951,3491
176.54512750565289,449.37297006467065,3492
176.73270319691534,449.88990135066905,3493
176.9204115839544,450.40719832690155,3494
177.10825273221496,450.92486117372476,3495
177.29622670723194,451.4428900717433,3496
177.48433357462935,451.9612852018075,3497
177.6725734001208,452.48004674501436,3498
177.86094624951025,452.9991748827102,3499
178.04945218869094,453.5186697964869,3500
178.23809128364613,454.038531668185,3501
178.42686360045096,454.5587606798979,3502
178.61576920526917,455.07935701396315,3503
178.80480816435585,455.60032085297007,3504
178.9939805440563,456.1216523797568,3505
179.18328641080788,456.643351777415,3506
179.37272583113818,457.165419229285,3507
179.56229887166543,457.6878549189569,3508
179.7520055991009,458.21065903027716,3509
179.941846080245,458.7338317473382,3510
180.1318203819922,459.2573732544913,3511
180.32192857132742,459.78128373633723,3512
180.51217071532753,460.30556337772987,3513
180.70254688116196,460.8302123637787,3514
180.89305713609286,461.3552308798481,3515
181.08370154747362,461.8806191115544,3516
181.27448018275092,462.40637724477074,3517
181.46539310946403,462.9325054656255,3518
181.65644039524574,463.459003960505,3519
181.84762210782105,463.9858729160492,3520
182.03893831500838,464.51311251915587,3521
182.23038908472037,465.04072295698245,3522
182.42197448496196,465.5687044169406,3523
182.61369458383254,466.0970570867023,3524
182.80554944952442,466.6257811541956,3525
182.99753915032608,467.1548768076136,3526
183.18966375461795,467.68434423540293,3527
183.3819233308756,468.2141836262722,3528
183.5743179476695,468.7443951691916,3529
183.76684767366427,469.2749790533909,3530
183.9595125776198,469.8059354683623,3531
184.1523127283904,470.3372646038583,3532
184.34524819492586,470.8689666498943,3533
184.53831904627123,471.4010417967486,3534
184.7315253515674,471.93349023496336,3535
184.92486718005057,472.4663121553435,3536
185.1183446010522,472.99950774895643,3537
185.3119576840009,473.5330772071372,3538
185.50570649842047,474.0670207214833,3539
185.69959111393166,474.60133848385937,3540
185.89361160025126,475.13603068639475,3541
186.0877680271925,475.6710975214846,3542
186.28206046466593,476.20653918179215,3543
186.47648898267897,476.7423558602477,3544
186.67105365133605,477.2785477500488,3545
186.86575454083902,477.81511504466147,3546
187.06059172148676,478.3520579378193,3547
187.25556526367686,478.88937662352777,3548
187.45067523790323,479.42707129605776,3549
187.6459217147587,479.9651421499529,3550
187.8413047649344,480.50358938002756,3551
188.03682445921888,481.0424131813648,3552
188.23248086850066,481.58161374932297,3553
188.42827406376523,482.1211912795278,3554
188.6242041160981,482.66114596788054,3555
188.82027109668329,483.2014780105539,3556
189.0164750768042,483.74218760399475,3557
189.21281612784324,484.28327494492254,3558
189.40929432128272,484.8247402303321,3559
189.60590972870452,485.3665836574926,3560
189.80266242178993,485.90880542394734,3561
189.99955247232126,486.45140572751785,3562
190.19657995218068,486.9943847663009,3563
190.39374493334967,487.53774273866696,3564
190.59104748791202,488.0814798432686,3565
190.78848768805085,488.6255962790318,3566
190.98606560605137,489.17009224516414,3567
191.18378131429827,489.71496794114734,3568
191.38163488527996,490.2602235667489,3569
191.5796263915841,490.80585932200967,3570
191.77775590589957,491.35187540724985,3571
191.9760235010204,491.8982720230789,3572
192.1744292498388,492.4450493703775,3573
192.37297322535164,492.9922076503141,3574
192.5716555006566,493.5397470643354,3575
192.77047614895525,494.08766781417427,3576
192.9694352435505,494.6359701018427,3577
193.16853285784958,495.18465412964053,3578
193.36776906536124,495.7337201001471,3579
193.56714393969858,496.2831682162293,3580
193.76665755457788,496.8329986810385,3581
193.96630998381823,497.3832116980094,3582
194.1661013013448,497.93380747086906,3583
194.36603158118322,498.4847862036212,3584
194.5661008974668,499.0361481005665,3585
194.76630932443118,499.5878933662875,3586
194.96665693641629,500.14002220565436,3587
195.16714380786868,500.69253482383084,3588
195.3677700133373,501.245431426263,3589
195.56853562747884,501.7987122186938,3590
195.7694407250526,502.352377407149,3591
195.97048538092528,502.90642719795034,3592
196.17166967006838,503.4608617977083,3593
196.37299366756022,504.0156814133278,3594
196.57445744858381,504.57088625200225,3595
196.77606108842798,505.1264765212168,3596
196.97780466249057,505.68245242875685,3597
197.17968824627312,506.23881418269355,3598
197.3817119153861,506.79556199139853,3599
197.58387574554538,507.35269606353364,3600
197.7861798125751,507.9102166080591,3601
197.98862419240626,508.4681238342297,3602
198.19120896107717,509.02641795159593,3603
198.39393419473456,509.58509917000725,3604
198.59679996963214,510.1441676996076,3605
198.79980636213298,510.70362375084255,3606
199.0029534487075,511.26346753445335,3607
199.20624130593498,511.8236992614815,3608
199.4096700105036,512.3843191432684,3609
199.61323963920987,512.9453273914539,3610
199.81695026895986,513.5067242179801,3611
200.0208019767683,514.0685098350885,3612
200.2247948397611,514.6306844553266,3613
200.42892893517174,515.1932482915387,3614
200.63320434034492,515.7562015568755,3615
200.83762113273485,516.3195444647897,3616
201.04217938990686,516.8832772290399,3617
201.24687918953495,517.4474000636843,3618
201.45172060940624,518.0119131830929,3619
201.6567037274167,518.5768168019357,3620
201.861828621574,519.1421111351906,3621
202.067095369998,519.7077963981443,3622
202.27250405091846,520.2738728063867,3623
202.47805474267858,520.8403405758205,3624
202.6837475237317,521.4071999226513,3625
202.88958247264455,521.9744510633979,3626
203.09555966809515,522.5420942148851,3627
203.3016791888755,523.1101295942525,3628
203.50794111388856,523.6785574189449,3629
203.7143455221512,524.2473779067216,3630
203.9208924927932,524.8165912756525,3631
204.12758210505788,525.3861977441208,3632
204.33441443830148,525.9561975308205,3633
204.54138957199473,526.5265908547616,3634
204.74850758572188,527.0973779352666,3635
204.95576855918108,527.6685589919721,3636
205.16317257218583,528.2401342448323,3637
205.37071970466275,528.8121039141135,3638
205.57841003665413,529.3844682204005,3639
205.78624364831757,529.9572273845961,3640
205.9942206199245,530.5303816279164,3641
206.20234103186408,531.1039311719024,3642
206.4106049646385,531.6778762384065,3643
206.619012498867,532.2522170496035,3644
206.82756371528572,532.8269538279902,3645
207.03625869474527,533.4020867963794,3646
207.24509751821373,533.9776161779073,3647
207.45408026677623,534.5535421960327,3648
207.66320702163395,535.1298650745341,3649
207.87247786410566,535.7065850375144,3650
208.08189287562726,536.2837023093988,3651
208.291452137752,536.8612171149365,3652
208.50115573215203,537.4391296792038,3653
208.71100374061564,538.0174402275974,3654
208.92099624505056,538.596148985843,3655
209.13113332748378,539.1752561799952,3656
209.34141507005793,539.7547620364271,3657
209.55184155503795,540.3346667818487,3658
209.76241286480513,540.914970643291,3659
209.97312908186237,541.4956738481201,3660
210.18399028883005,542.0767766240255,3661
210.39499656844944,542.6582791990301,3662
210.60614800358198,543.240181801488,3663
210.81744467720813,543.8224846600813,3664
211.02888667242954,544.4051880038262,3665
211.2404740724683,544.9882920620703,3666
211.4522069606684,545.5717970644979,3667
211.66408542049226,546.1557032411188,3668
211.87610953552678,546.7400108222869,3669
212.08827938947834,547.3247200386843,3670
212.30059506617556,547.9098311213306,3671
212.5130566495694,548.4953443015826,3672
212.7256642237325,549.081259811132,3673
212.93841787286024,549.6675778820091,3674
213.15131768127065,550.2542987465824,3675
213.3643637334046,550.841422637558,3676
213.57755611382603,551.4289497879826,3677
213.79089490722322,552.016880431244,3678
214.00438019840604,552.6052148010664,3679
214.2180120723095,553.1939531315179,3680
214.43179061399263,553.7830956570092,3681
214.64571590863886,554.3726426122931,3682
214.85978804155548,554.9625942324643,3683
215.07400709817455,555.5529507529609,3684
215.2883731640549,556.1437124095709,3685
215.50288632487715,556.7348794384172,3686
215.71754666645157,557.3264520759807,3687
215.93235427471035,557.9184305590778,3688
216.1473092357138,558.5108151248785,3689
216.3624116356479,559.1036060108985,3690
216.5776615608244,559.6968034550005,3691
216.79305909768337,560.2904076954006,3692
217.00860433278967,560.8844189706592,3693
217.22429735283666,561.4788375196906,3694
217.44013824464474,562.073663581759,3695
217.65612709516165,562.6688973964797,3696
217.87226399146368,563.2645392038223,3697
218.08854902075421,563.8605892441067,3698
218.30498227036597,564.4570477580091,3699
218.52156382775905,565.0539149865567,3700
218.73829378052395,565.6511911711365,3701
218.95517221637888,566.2488765534868,3702
219.17219922317247,566.8469713757056,3703
219.38937488888163,567.4454758802447,3704
219.60669930161393,568.0443903099153,3705
219.82417254960748,568.6437149078894,3706
220.04179472122948,569.2434499176935,3707
220.2595659049783,569.8435955832167,3708
220.4774861894832,570.4441521487081,3709
220.69555566350436,571.045119858778,3710
220.9137744159333,571.6464989583982,3711
221.13214253579318,572.2482896929038,3712
221.35066011223873,572.8504923079921,3713
221.5693272345568,573.4531070497247,3714
221.78814399216716,574.0561341645297,3715
222.00711047462042,574.6595738991952,3716
222.22622677160288,575.2634265008836,3717
222.4454929729306,575.8676922171152,3718
222.6649091685561,576.4723712957857,3719
222.88447544856305,577.0774639851527,3720
223.10419190317026,577.6829705338462,3721
223.3240586227301,578.288891190864,3722
223.54407569772982,578.8952262055759,3723
223.7642432187908,579.5019758277211,3724
223.98456127666896,580.1091403074099,3725
224.20502996225707,580.7167198951295,3726
224.42564936658135,581.3247148417347,3727
224.6464195808046,581.933125398457,3728
224.86734069622523,582.5419518169016,3729
225.0884128042783,583.1511943490501,3730
225.30963599653487,583.7608532472592,3731
225.53101036470258,584.3709287642615,3732
225.7525360006272,584.9814211531708,3733
225.9742129962901,585.5923306674744,3734
226.19604144381148,586.2036575610418,3735
226.4180214354484,586.8154020881204,3736
226.64015306359647,587.4275645033389,3737
226.86243642078995,588.0401450617082,3738
227.08487159970073,588.6531440186187,3739
227.30745869314057,589.2665616298459,3740
227.53019779405918,589.8803981515457,3741
227.75308899554733,590.4946538402628,3742
227.9761323908337,591.1093289529217,3743
228.19932807328837,591.724423746837,3744
228.42267613642045,592.3399384797059,3745
228.64617667388035,592.9558734096155,3746
228.8698297794593,593.5722287950408,3747
229.09363554708852,594.1890048948424,3748
229.31759407084172,594.8062019682736,3749
229.54170544493357,595.4238202749767,3750
229.76596976372124,596.041860074986,3751
229.9903871217034,596.6603216287264,3752
230.21495761352142,597.2792051970152,3753
230.43968133395907,597.8985110410633,3754
230.66455837794385,598.5182394224767,3755
230.8895888405456,599.138390603254,3756
231.11477281697847,599.7589648457916,3757
231.34011040260037,600.3799624128823,3758
231.56560169291254,601.0013835677131,3759
231.79124678356175,601.6232285738728,3760
232.01704577033863,602.2454976953466,3761
232.24299874917955,602.8681911965209,3762
232.46910581616513,603.49130934218,3763
232.69536706752206,604.1148523975106,3764
232.92178259962378,604.738820628104,3765
233.14835250898759,605.3632142999476,3766
233.3750768922799,605.9880336794402,3767
233.60195584631177,606.6132790333787,3768
233.82898946804252,607.2389506289692,3769
234.05617785457775,607.8650487338202,3770
234.28352110317184,608.491573615951,3771
234.51101931122582,609.1185255437844,3772
234.73867257628928,609.7459047861529,3773
234.9664809960611,610.3737116123004,3774
235.19444466838758,611.0019462918772,3775
235.42256369126576,611.6306090949486,3776
235.65083816283956,612.2597002919852,3777
235.8792681814054,612.8892201538773,3778
236.1078538454074,613.5191689519229,3779
236.3365952534416,614.1495469578382,3780
236.56549250425303,614.7803544437501,3781
236.7945456967389,615.4115916822049,3782
237.02375492994665,616.043258946163,3783
237.2531203030758,616.6753565090037,3784
237.48264191547756,617.3078846445245,3785
237.71231986665467,617.9408436269405,3786
237.94215425626308,618.574233730889,3787
238.17214518411072,619.208055231426,3788
238.4022927501585,619.8423084040294,3789
238.63259705452174,620.4769935246023,3790
238.86305819746724,621.1121108694655,3791
239.09367627941796,621.7476607153699,3792
239.32445140094967,622.3836433394879,3793
239.55538366279364,623.0200590194199,3794
239.78647316583442,623.6569080331893,3795
240.01772001111408,624.2941906592532,3796
240.24912429982783,624.9319071764909,3797
240.48068613332754,625.5700578642134,3798
240.71240561312223,626.2086430021646,3799
240.71139251671133,626.2058510560068,3800
240.94310718416986,626.8444229318607,3801
241.17482185162842,627.4829948077145,3802
241.4065365190873,628.1215666835692,3803
241.63825118654586,628.760138559423,3804
241.86996585400442,629.3987104352768,3805
242.10168052146295,630.0372823111308,3806
242.33339518892151,630.6758541869846,3807
242.56510985638008,631.3144260628384,3808
242.79682452383895,631.9529979386931,3809
243.02853919129748,632.5915698145469,3810
243.26025385875604,633.2301416904007,3811
243.4919685262146,633.8687135662545,3812
243.72368319367317,634.5072854421084,3813
243.955397861132,635.1458573179631,3814
244.18711252859057,635.7844291938169,3815
244.41882719604914,636.4230010696707,3816
244.6505418635077,637.0615729455245,3817
244.88225653096623,637.7001448213784,3818
245.1139711984251,638.338716697233,3819
245.34568586588367,638.977288573087,3820
245.57740053334223,639.6158604489408,3821
245.8091152008008,640.2544323247946,3822
246.04082986825932,640.8930042006484,3823
246.27254453571788,641.5315760765022,3824
246.50425920317676,642.170147952357,3825
246.73597387063532,642.8087198282108,3826
246.96768853809385,643.4472917040646,3827
247.19940320555241,644.0858635799184,3828
247.43111787301098,644.7244354557723,3829
